Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1;21100794681;"Studies in Second Language Learning and Teaching";journal;"20835205, 20841965";"Adam Mickiewicz University";Yes;Yes;1,455;Q1;33;32;84;1646;299;72;2,96;51,44;39,71;0;3;Poland;Eastern Europe;"Adam Mickiewicz University";"2016-2024";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
2;4100151705;"Informatics in Education";journal;"16485831";"Vilnius University Institute of Data Science and Digital Technologies";Yes;Yes;0,813;Q1;35;30;93;1696;357;92;3,19;56,53;29,11;0;8;Lithuania;Eastern Europe;"Vilnius University Institute of Data Science and Digital Technologies";"2006-2024";"Communication (Q1); Education (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
3;17700156732;"Journal of Teacher Education for Sustainability";journal;"16914147, 16915534";"De Gruyter Open Ltd";Yes;No;0,568;Q2;25;24;68;1102;191;62;2,93;45,92;64,41;0;22;Poland;Eastern Europe;"De Gruyter Open Ltd";"2007-2024";"Education (Q2)";"Social Sciences"
4;21101040697;"Russian Language Studies";journal;"26188171, 26188163";"RUDN University";Yes;Yes;0,473;Q2;7;33;92;826;60;92;0,73;25,03;73,91;0;7;Russian Federation;Eastern Europe;"RUDN University";"2018-2024";"Linguistics and Language (Q1); Education (Q2)";"Social Sciences"
5;19700182688;"Journal of Baltic Science Education";journal;"16483898";"Scientific Methodical Center";Yes;No;0,390;Q2;29;75;224;3759;323;213;1,18;50,12;46,60;0;32;Lithuania;Eastern Europe;"Scientific Methodical Center";"2008-2024";"Education (Q2)";"Social Sciences"
6;21100854757;"Open Archaeology";journal;"23006560";"Walter de Gruyter GmbH";Yes;No;0,381;Q2;18;75;178;6532;178;173;1,01;87,09;49,49;0;20;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2015-2025";"Archeology (arts and humanities) (Q1); Conservation (Q1); Education (Q2)";"Arts and Humanities; Social Sciences"
7;21101128483;"Scientific Herald of Uzhhorod University. Series Physics (discontinued)";journal;"24158038";"Uzhhorod National University";No;No;0,381;-;11;13;24;377;132;24;7,33;29,00;36,96;0;2;Ukraine;Eastern Europe;"Uzhhorod National University";"2019-2024";"Physics and Astronomy (miscellaneous) (Q2)";"Physics and Astronomy"
8;21101055930;"Open Education Studies";journal;"25447831";"Walter de Gruyter GmbH";Yes;No;0,339;Q3;11;33;68;1632;89;67;0,93;49,45;61,90;0;12;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2019-2025";"Social Sciences (miscellaneous) (Q2); Developmental and Educational Psychology (Q3); Education (Q3)";"Psychology; Social Sciences"
9;21101138521;"Journal of Education Culture and Society";journal;"20811640";"Pro Scientia Publica Foundation";Yes;No;0,335;Q3;14;79;221;2723;242;220;1,35;34,47;62,62;0;38;Poland;Eastern Europe;"Pro Scientia Publica Foundation";"2019-2024";"History (Q1); History and Philosophy of Science (Q2); Sociology and Political Science (Q2); Education (Q3); Psychology (miscellaneous) (Q3)";"Arts and Humanities; Psychology; Social Sciences"
10;21100790713;"European Journal of Contemporary Education (discontinued)";journal;"23049650, 23056746";"Cherkas Global University Press";Yes;No;0,331;Q3;26;128;279;4528;465;279;1,48;35,38;56,55;0;64;Slovakia;Eastern Europe;"Cherkas Global University Press";"2016-2023";"Education (Q3)";"Social Sciences"
11;21100805726;"Voprosy Obrazovaniya / Educational Studies Moscow";journal;"24124354, 18149545";"National Research University Higher School of Economics";Yes;Yes;0,330;Q3;19;40;144;1998;163;143;1,30;49,95;70,30;0;14;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2012-2024";"Education (Q3)";"Social Sciences"
12;21100996943;"Psychological Science and Education";journal;"18142052, 23117273";"Moscow State University of Psychology and Education";Yes;Yes;0,320;Q3;17;63;177;1682;187;172;1,04;26,70;76,44;0;29;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"1999, 2004-2024";"Developmental and Educational Psychology (Q3); Education (Q3); Psychology (miscellaneous) (Q3); Social Psychology (Q3)";"Psychology; Social Sciences"
13;21100898602;"Vysshee Obrazovanie v Rossii";journal;"08693617, 20720459";"Moscow Polytechnic University";Yes;Yes;0,313;Q3;15;94;402;2951;373;402;0,98;31,39;65,84;0;39;Russian Federation;Eastern Europe;"Moscow Polytechnic University";"2018-2025";"Philosophy (Q1); Sociology and Political Science (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
14;21100298667;"Center for Educational Policy Studies Journal";journal;"18559719, 22322647";"University of Ljubljana";Yes;Yes;0,311;Q3;24;40;140;1633;118;126;0,94;40,83;69,05;0;13;Slovenia;Eastern Europe;"University of Ljubljana";"2011-2024";"Education (Q3)";"Social Sciences"
15;21100860011;"Physical Activity Review";journal;"23005076";"PPHU Projack";Yes;No;0,311;Q3;14;27;84;1108;104;84;1,28;41,04;40,58;0;1;Poland;Eastern Europe;"PPHU Projack";"2017-2025";"Education (Q3); Health (social science) (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
16;21100775661;"Physical Culture and Sport, Studies and Research";journal;"20812221, 18994849";"De Gruyter Open Ltd";Yes;No;0,309;Q3;14;32;81;2102;110;81;1,13;65,69;33,71;0;6;Poland;Eastern Europe;"De Gruyter Open Ltd";"2016-2025";"Cultural Studies (Q1); Applied Psychology (Q3); Education (Q3); Tourism, Leisure and Hospitality Management (Q3)";"Business, Management and Accounting; Psychology; Social Sciences"
17;21100829711;"ELOPE: English Language Overseas Perspectives and Enquiries";journal;"15818918, 23860316";"Ljubljana University Press";Yes;Yes;0,305;Q3;5;17;71;672;37;67;0,64;39,53;52,38;0;5;Slovenia;Eastern Europe;"Ljubljana University Press";"2015-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
18;21101037306;"Journal of Teaching English for Specific and Academic Purposes";journal;"23349182, 23349212";"University of Nis";No;No;0,305;Q3;6;56;129;1765;101;128;0,72;31,52;73,12;0;15;Serbia;Eastern Europe;"University of Nis";"2019-2025";"Education (Q3)";"Social Sciences"
19;21101030204;"Journal of Women's Entrepreneurship and Education";journal;"18211283, 24060674";"Institute of Economic Sciences";Yes;No;0,303;Q3;10;28;70;1185;116;65;1,71;42,32;55,42;0;24;Serbia;Eastern Europe;"Institute of Economic Sciences";"2019-2024";"Gender Studies (Q2); Business, Management and Accounting (miscellaneous) (Q3); Education (Q3)";"Business, Management and Accounting; Social Sciences"
20;21101042128;"Juridical Tribune";journal;"22477195, 22480382";"Bucharest University of Economic Studies";Yes;Yes;0,300;Q3;9;35;102;1196;123;102;1,67;34,17;48,61;0;19;Romania;Eastern Europe;"Bucharest University of Economic Studies";"2019-2023";"Law (Q2); Political Science and International Relations (Q2); Education (Q3); Public Administration (Q3)";"Social Sciences"
21;21100220434;"Science of Gymnastics Journal";journal;"22322639, 18557171";"University of Ljubljana Press";Yes;Yes;0,299;Q3;15;37;102;958;87;91;0,75;25,89;46,84;0;1;Slovenia;Eastern Europe;"University of Ljubljana Press";"2012-2024";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
22;21100857102;"Ethics and Bioethics (in Central Europe)";journal;"13385615, 24537829";"Sciendo";Yes;Yes;0,296;Q3;6;21;62;632;43;60;0,62;30,10;26,92;0;3;Poland;Eastern Europe;"Sciendo";"2017-2024";"Philosophy (Q1); Education (Q3); Health Policy (Q3)";"Arts and Humanities; Medicine; Social Sciences"
23;21101037149;"Training, Language and Culture";journal;"2521442X, 25202073";"RUDN University";Yes;Yes;0,292;Q3;11;32;83;1300;71;83;0,89;40,63;68,85;0;9;Russian Federation;Eastern Europe;"RUDN University";"2017-2024";"Cultural Studies (Q1); Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
24;21100896926;"Creativity";journal;"23540036";"Sciendo";Yes;No;0,284;Q3;10;8;60;357;53;60;1,12;44,63;47,06;0;1;Poland;Eastern Europe;"Sciendo";"2018-2025";"Visual Arts and Performing Arts (Q1); Arts and Humanities (miscellaneous) (Q2); Education (Q3); Social Psychology (Q3); Statistics, Probability and Uncertainty (Q3)";"Arts and Humanities; Decision Sciences; Psychology; Social Sciences"
25;21100228035;"Psychology in Russia: State of the Art";journal;"20746857";"Russian Psychological Society";Yes;Yes;0,280;Q3;17;35;131;1769;163;131;1,19;50,54;73,63;0;13;Russian Federation;Eastern Europe;"Russian Psychological Society";"2012-2024";"Education (Q3); Psychology (miscellaneous) (Q3)";"Psychology; Social Sciences"
26;21100942842;"Physical Education Theory and Methodology";journal;"19937997, 19937989";"OVS LLC";Yes;No;0,279;Q3;16;119;183;4328;316;183;1,65;36,37;31,30;0;25;Ukraine;Eastern Europe;"OVS LLC";"2019-2024";"Education (Q3); Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Social Sciences"
27;5800207863;"Eesti Rakenduslingvistika Uhingu Aastaraamat";journal;"17362563";"Estonian Association Applied Linguists";Yes;Yes;0,278;Q3;10;14;48;541;27;48;0,62;38,64;64,86;0;3;Estonia;Eastern Europe;"Estonian Association Applied Linguists";"2005-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
28;21101040604;"Pedagogy of Physical Culture and Sports";journal;"26649837";"Iermakov Sergii Sidorovich";Yes;No;0,266;Q3;11;60;145;2328;183;145;1,36;38,80;33,82;0;9;Ukraine;Eastern Europe;"Iermakov Sergii Sidorovich";"2020-2024";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine; Social Sciences"
29;21100900514;"Obrazovanie i Nauka";journal;"19945639, 23105828";"Russian State Vocational Pedagogical University";Yes;No;0,263;Q3;16;70;212;2759;227;212;1,19;39,41;63,02;0;39;Russian Federation;Eastern Europe;"Russian State Vocational Pedagogical University";"2018-2025";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Developmental and Educational Psychology (Q4)";"Health Professions; Psychology; Social Sciences"
30;21100901016;"Journal of Language and Education";journal;"24117390";"National Research University Higher School of Economics";Yes;Yes;0,257;Q3;14;51;171;2988;202;168;1,10;58,59;55,68;0;11;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2018-2024";"Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
31;7200153137;"Zbornik Instituta za Pedagoska Istrazivanja";journal;"05796431";"Institute for Educational Research";Yes;Yes;0,256;Q3;9;15;34;818;14;34;0,35;54,53;79,59;0;5;Serbia;Eastern Europe;"Institute for Educational Research";"2007-2024";"Education (Q3)";"Social Sciences"
32;21100451188;"European Journal of Adapted Physical Activity";journal;"18033857";"European Federation of Adapted Physical Activity";Yes;Yes;0,248;Q3;12;13;36;654;42;35;0,92;50,31;52,08;0;1;Czech Republic;Eastern Europe;"European Federation of Adapted Physical Activity";"2015-2024";"Education (Q3); Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Social Psychology (Q4)";"Health Professions; Psychology; Social Sciences"
33;21101134424;"Baltic Journal of Health and Physical Activity";journal;"20801297, 20809999";"Gdansk University of Physical Education and Sport";Yes;Yes;0,246;Q3;10;33;173;1316;145;173;0,82;39,88;38,21;0;5;Poland;Eastern Europe;"Gdansk University of Physical Education and Sport";"2019-2024";"Education (Q3); Health Professions (miscellaneous) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Social Sciences"
34;21100898037;"Journal on Efficiency and Responsibility in Education and Science";journal;"23362375, 18031617";"Czech University of Life Sciences Prague";Yes;Yes;0,241;Q3;14;27;63;1516;83;63;1,26;56,15;49,28;0;9;Czech Republic;Eastern Europe;"Czech University of Life Sciences Prague";"2008-2024";"Education (Q3)";"Social Sciences"
35;21100837232;"Epistemology and Philosophy of Science";journal;"1811833X, 23117133";"Institute of Philosophy, Russian Academy of Sciences";Yes;No;0,240;Q3;10;66;203;1498;48;201;0,22;22,70;29,82;0;2;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Sciences";"2017-2024";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); History and Philosophy of Science (Q2); Philosophy (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
36;21100831441;"TEM Journal";journal;"22178309, 22178333";"UIKTEN - Association for Information Communication Technology Education and Science";Yes;No;0,238;Q3;26;282;725;9343;963;725;1,25;33,13;41,01;0;104;Serbia;Eastern Europe;"UIKTEN - Association for Information Communication Technology Education and Science";"2017-2024";"Computer Science (miscellaneous) (Q3); Education (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
37;21100840458;"Periodicals of Engineering and Natural Sciences";journal;"23034521";"International University of Sarajevo";Yes;No;0,235;Q3;27;103;699;3033;723;698;1,08;29,45;37,66;0;29;Bosnia and Herzegovina;Eastern Europe;"International University of Sarajevo";"2017-2025";"Architecture (Q2); Computer Science (miscellaneous) (Q3); Education (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Bioengineering (Q4); Biomedical Engineering (Q4)";"Chemical Engineering; Computer Science; Engineering; Social Sciences"
38;19900193932;"Informacios Tarsadalom";journal;"15878694";"Infonia";No;No;0,232;-;7;25;86;991;63;84;0,79;39,64;56,10;0;7;Hungary;Eastern Europe;"Infonia";"2008-2024";"Communication (Q3)";"Social Sciences"
39;21100970321;"Chemistry, Didactics, Ecology, Metrology";journal;"16409019, 20844506";"Sciendo";No;No;0,223;Q3;5;10;40;499;34;40;0,80;49,90;48,39;0;4;Poland;Eastern Europe;"Sciendo";"2019-2023";"Ecology (Q3); Education (Q3); Environmental Engineering (Q3); Environmental Chemistry (Q4)";"Environmental Science; Social Sciences"
40;21100229177;"Journal of Psychological and Educational Research";journal;"22471537";"Editura Universitati din Oradea";No;No;0,220;Q3;11;17;47;711;36;46;0,84;41,82;52,50;0;7;Romania;Eastern Europe;"Editura Universitati din Oradea";"2011-2024";"Education (Q3); Applied Psychology (Q4); Developmental and Educational Psychology (Q4)";"Psychology; Social Sciences"
41;21100827888;"Studia Paedagogica";journal;"18037437, 23364521";"Masaryk University, Faculty of Arts";Yes;Yes;0,214;Q3;9;19;88;887;58;87;0,48;46,68;63,33;0;5;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Arts";"2017-2024";"Education (Q3)";"Social Sciences"
42;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";"Vserossiiskoe Obshchestvo Kardiologov";Yes;Yes;0,212;Q3;26;246;521;5580;536;507;1,11;22,68;65,66;0;140;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Education (Q3); Cardiology and Cardiovascular Medicine (Q4)";"Medicine; Social Sciences"
43;21100780996;"Psychology, Journal of the Higher School of Economics";journal;"18138918";"National Research University Higher School of Economics";No;No;0,206;Q3;10;51;148;1648;101;147;0,74;32,31;72,12;0;11;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Cultural Studies (Q2); Education (Q3); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
44;21100792737;"International Journal of Cognitive Research in Science, Engineering and Education";journal;"2334847X, 23348496";"Association for the Development of Science, Engineering and Education";Yes;No;0,205;Q4;17;44;132;1868;96;125;0,72;42,45;56,80;1;20;Serbia;Eastern Europe;"Association for the Development of Science, Engineering and Education";"2013-2024";"Cognitive Neuroscience (Q4); Education (Q4); Experimental and Cognitive Psychology (Q4)";"Neuroscience; Psychology; Social Sciences"
45;21101066748;"Health, Sport, Rehabilitation";journal;"25202677, 25202685";"Springer Nature";Yes;No;0,200;Q4;8;35;84;1411;75;84;1,07;40,31;33,57;0;8;Ukraine;Eastern Europe;"Springer Nature";"2019-2024";"Complementary and Manual Therapy (Q3); Occupational Therapy (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Education (Q4); Orthopedics and Sports Medicine (Q4)";"Health Professions; Medicine; Social Sciences"
46;21101072016;"Neofilolog";journal;"14292173, 25453971";"Polskie Towarzystwo Neofilologiczne";Yes;Yes;0,200;Q4;4;52;120;1315;31;110;0,20;25,29;75,00;0;9;Poland;Eastern Europe;"Polskie Towarzystwo Neofilologiczne";"2019-2024";"Linguistics and Language (Q2); Education (Q4)";"Social Sciences"
47;19700177335;"Didactica Slovenica - Pedagoska Obzorja";journal;"03531392";"Pedagoska Obzorja d.o.o";No;No;0,195;Q4;7;25;89;997;66;85;0,66;39,88;93,02;0;9;Slovenia;Eastern Europe;"Pedagoska Obzorja d.o.o";"2008-2023";"Education (Q4)";"Social Sciences"
48;21100886400;"Education and Self Development";journal;"19917740";"Kazan Federal University";Yes;No;0,195;Q4;10;56;189;1642;143;175;0,67;29,32;76,22;0;25;Russian Federation;Eastern Europe;"Kazan Federal University";"2018-2024";"Development (Q3); Political Science and International Relations (Q3); Education (Q4)";"Social Sciences"
49;21100264880;"Orbis Scholae";journal;"18024637, 23363177";"Karolinum - Nakladatelstvi Univerzity Karlovy";Yes;Yes;0,194;Q4;12;19;48;775;30;41;0,26;40,79;79,31;0;1;Czech Republic;Eastern Europe;"Karolinum - Nakladatelstvi Univerzity Karlovy";"2007-2011, 2013-2024";"Education (Q4)";"Social Sciences"
50;5700169467;"Sodobna Pedagogika/Journal of Contemporary Educational Studies";journal;"00380474";"Association of Slovenian Educationalists";No;No;0,194;Q4;8;43;163;1492;70;151;0,41;34,70;77,05;0;18;Slovenia;Eastern Europe;"Association of Slovenian Educationalists";"2015-2024";"Education (Q4)";"Social Sciences"
51;21101173092;"Vestnik Volgogradskogo Gosudarstvennogo Universiteta. Seriya 2. Yazykoznanie";journal;"24091979, 19989911";"Volgograd State University";Yes;Yes;0,193;Q4;3;82;82;2542;17;82;0,21;31,00;80,15;0;9;Russian Federation;Eastern Europe;"Volgograd State University";"2022-2024";"Linguistics and Language (Q2); Education (Q4)";"Social Sciences"
52;21100258947;"Teoriya i Praktika Fizicheskoy Kultury";journal;"00403601";"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";No;No;0,192;Q4;14;593;1446;2978;230;1350;0,17;5,02;59,45;0;64;Russian Federation;Eastern Europe;"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";"1955, 1961, 2012-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Social Sciences"
53;21100896893;"Frontiers of Nursing";journal;"25448994";"Sciendo";Yes;Yes;0,191;Q4;9;50;144;1685;82;144;0,51;33,70;60,56;0;17;Poland;Eastern Europe;"Sciendo";"2018-2024";"Nursing (miscellaneous) (Q3); Education (Q4)";"Nursing; Social Sciences"
54;21100896882;"Journal of Educational and Social Research";journal;"2239978X, 22400524";"Richtmann Publishing Ltd";No;No;0,188;Q4;15;170;444;6234;334;444;0,77;36,67;46,80;0;69;Poland;Eastern Europe;"Richtmann Publishing Ltd";"2018-2025";"Social Sciences (miscellaneous) (Q3); Education (Q4)";"Social Sciences"
